sentence,sentiment,sentiment_encoded
nordea pankki suomi oyj 's ownership in stonesoft corporation has decreased below 1-20 .,neutral,1
valeant names interim leader as ceo remains hospitalized,neutral,1
"finnish shipping company finnlines , of the grimaldi group , reports its net sales decreased to eur 241.8 mn in january-june 2009 from eur 384.0 mn in the corresponding period in 2008 .",negative,0
ebit margin was up from 1.4 % to 5.1 % .,positive,2
in 2007 etteplan reported a turnover of eur125 .2 m.,neutral,1
"according to atria 's president and ceo matti tikkakoski , the company 's swedish operations significantly improved in the first quarter .",positive,2
"the company 's profit totaled ls 578,100 in h1 2007 , down 30.9 % year-on-year .",neutral,1
$yhoo a breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkuf,positive,2
the company had hoped the new plant would be on stream by the end of 2008 .,neutral,1
"an additional amount , capped at eur12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral,1
"previously , the company had guided for ebit and sales growth of 20 pct and 10 pct respectively for this year .",positive,2
the fair value of the company 's investment properties went down to eur2 .769 bn at the end of september 2009 from eur2 .878 bn a year earlier .,neutral,1
"3 february 2011 - finnish broadband data communication systems provider teleste oyj hel : tlt1v said yesterday its net profit rocketed to eur4 .8 m in 2010 from eur416 ,000 in 2009 and it lifted its dividend proposal .",positive,2
hsbc hit by fresh details of tax evasion claims,negative,0
$ibio  up 10% in premarket ready for lift off,positive,2
"dnb nord of norway is the `` most likely nordic buyer '' for citadele , while nordea would be a `` good strategic fit '' , according to the document published by pietiek .",neutral,1
"as with other stakeholders , comptel has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",neutral,1
$fb i guess they want it down look at the those sell orders,negative,0
"ahlstrom corporation stock exchange announcement 23.4.2007 ahlstrom corporation will publish its first quarter financial results 2007 on friday , april 27 , 2007 approximately at 8.30 a.m. finnish time .",neutral,1
"the company 's plant in russia will continue to make tyres for its near markets , while the plant in nokia in finland will manufacture tyres for other markets .",neutral,1
"they are responsible for their own operations , customer relationships , and the development of these .",neutral,1
"$qcor just added 3,000 shares @28.",positive,2
"basware invoice processing , basware contract matching , basware order matching and basware kpi reporting tool are part of the basware 's enterprise purchase to pay product suite .",neutral,1
"the contract includes software licences , application maintenance and training .",neutral,1
"publishing sweden 's operating loss was eur 1.1 mn in q1 of 2009 , compared to a profit of eur 0.6 mn a year ago .",neutral,1
"the devices would be launched in the chinese market in late 2006 , the company said .",neutral,1
the net sales of the power plants business were eur 710.3 million in 2005 .,neutral,1
national sponsors for the big read include national endowment for the arts in cooperation with the institute of museum and library services and arts midwest .,neutral,1
$amzn new hod with conviction keeping $570 on watch for resistance.,positive,2
"`` the biggest challenge was to make the piece look raw , '' hansen said .",neutral,1
"typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,1
"the planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the roundtable on sustainable palm oil ( rspo ) .",positive,2
"during the past 10 years the factory has produced many of nokia 's most popular models including the nokia 2760 , the nokia 6300 as well as nokia 's latest music device the nokia 5800 express music .",neutral,1
"stx finland oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for viking line to manage on between turku , finland , and stockholm , sweden withviking line abp .",positive,2
the rebuilds are designed to improve the machines ' performance and product quality .,positive,2
"operating profit , excluding non-recurring items , totalled eur 2.2 mn , down from eur 2.7 mn in the corresponding period in 2008 .",neutral,1
"goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in aspo shares .",neutral,1
"the center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",neutral,1
the orders are part of a long-term development plan of latvijas finieris .,neutral,1
goodwin not to face scottish prosecution over rbs,positive,2
reported operating margin was a negative 5.9 % .,neutral,1
mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,neutral,1
teliasonera tlsn said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen eesti telekom 's offering to its customers .,positive,2
"the report profiles 614 companies including many key and niche players worldwide such as black & decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k+s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc. .",neutral,1
no decision on such sale of the now issued or existing treasury shares to ya global has been made yet .,neutral,1
"profitability ( ebit % ) was 13.6 % , compared to 14.3 % in q2 2009 .",negative,0
"the fourth quarter saw rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in north america .",positive,2
a huge issue for us is the button placement .,neutral,1
"hammerson, jv partner secure ownership of ireland's dundrum - quick facts",positive,2
"after the split , the number of k shares will be 9 540 000 and the number of a shares 26 885 540 .",neutral,1
"notable gainers among liquid option names this morning include $stx (+7.0%), $nem (+4.6%), $wdc (+4.2%), $x (+4.1%), and $gme (+3.4%),",positive,2
locked in some $fb puts for nice gain,negative,0
